FileName,PM Risk
T0001.jpg,1.0
T0002.jpg,0.0
T0003.jpg,0.0
T0004.jpg,1.0
T0005.jpg,1.0
T0006.jpg,0.0
T0007.jpg,1.0
T0008.jpg,1.0
T0009.jpg,1.0
T0010.jpg,1.0
T0011.jpg,0.3703703703703704
T0012.jpg,1.0
T0013.jpg,1.0
T0014.jpg,1.0
T0015.jpg,1.0
T0016.jpg,0.0
T0017.jpg,0.0
T0018.jpg,1.0
T0019.jpg,0.0
T0020.jpg,1.0
T0021.jpg,0.0
T0022.jpg,0.0
T0023.jpg,1.0
T0024.jpg,0.16049382716049382
T0025.jpg,0.0
T0026.jpg,1.0
T0027.jpg,0.0
T0028.jpg,0.0
T0029.jpg,1.0
T0030.jpg,0.0
T0031.jpg,0.0
T0032.jpg,0.0
T0033.jpg,0.0
T0034.jpg,1.0
T0035.jpg,1.0
T0036.jpg,1.0
T0037.jpg,1.0
T0038.jpg,1.0
T0039.jpg,0.0
T0040.jpg,0.0
T0041.jpg,1.0
T0042.jpg,0.0
T0043.jpg,1.0
T0044.jpg,0.0
T0045.jpg,0.0
T0046.jpg,0.0
T0047.jpg,0.0
T0048.jpg,0.0
T0049.jpg,0.0
T0050.jpg,1.0
T0051.jpg,1.0
T0052.jpg,0.0
T0053.jpg,0.0
T0054.jpg,1.0
T0055.jpg,1.0
T0056.jpg,0.3703703703703704
T0057.jpg,0.0
T0058.jpg,1.0
T0059.jpg,1.0
T0060.jpg,0.0
T0061.jpg,1.0
T0062.jpg,0.2098765432098765
T0063.jpg,0.0
T0064.jpg,1.0
T0065.jpg,0.7901234567901234
T0066.jpg,1.0
T0067.jpg,1.0
T0068.jpg,0.0
T0069.jpg,1.0
T0070.jpg,0.0
T0071.jpg,1.0
T0072.jpg,1.0
T0073.jpg,1.0
T0074.jpg,1.0
T0075.jpg,1.0
T0076.jpg,0.0
T0077.jpg,0.0
T0078.jpg,0.0
T0079.jpg,1.0
T0080.jpg,1.0
T0081.jpg,1.0
T0082.jpg,1.0
T0083.jpg,0.0
T0084.jpg,0.0
T0085.jpg,1.0
T0086.jpg,1.0
T0087.jpg,1.0
T0088.jpg,1.0
T0089.jpg,0.0
T0090.jpg,0.0
T0091.jpg,1.0
T0092.jpg,1.0
T0093.jpg,0.0
T0094.jpg,0.0
T0095.jpg,0.0
T0096.jpg,0.0
T0097.jpg,1.0
T0098.jpg,0.0
T0099.jpg,0.0
T0100.jpg,1.0
T0101.jpg,1.0
T0102.jpg,1.0
T0103.jpg,0.0
T0104.jpg,0.0
T0105.jpg,1.0
T0106.jpg,1.0
T0107.jpg,1.0
T0108.jpg,0.0
T0109.jpg,1.0
T0110.jpg,1.0
T0111.jpg,0.0
T0112.jpg,0.0
T0113.jpg,1.0
T0114.jpg,1.0
T0115.jpg,1.0
T0116.jpg,1.0
T0117.jpg,0.0
T0118.jpg,0.0
T0119.jpg,0.0
T0120.jpg,0.0
T0121.jpg,0.0
T0122.jpg,1.0
T0123.jpg,1.0
T0124.jpg,1.0
T0125.jpg,0.0
T0126.jpg,1.0
T0127.jpg,1.0
T0128.jpg,0.0
T0129.jpg,0.0
T0130.jpg,1.0
T0131.jpg,1.0
T0132.jpg,0.419753086419753
T0133.jpg,1.0
T0134.jpg,1.0
T0135.jpg,0.0
T0136.jpg,1.0
T0137.jpg,1.0
T0138.jpg,0.0
T0139.jpg,1.0
T0140.jpg,1.0
T0141.jpg,1.0
T0142.jpg,1.0
T0143.jpg,1.0
T0144.jpg,0.0
T0145.jpg,1.0
T0146.jpg,0.0
T0147.jpg,0.0
T0148.jpg,1.0
T0149.jpg,0.0
T0150.jpg,0.5308641975308642
T0151.jpg,1.0
T0152.jpg,1.0
T0153.jpg,1.0
T0154.jpg,1.0
T0155.jpg,1.0
T0156.jpg,0.0
T0157.jpg,0.0
T0158.jpg,1.0
T0159.jpg,1.0
T0160.jpg,1.0
T0161.jpg,0.0
T0162.jpg,0.0
T0163.jpg,0.0
T0164.jpg,0.0
T0165.jpg,0.0
T0166.jpg,1.0
T0167.jpg,1.0
T0168.jpg,0.0
T0169.jpg,0.0
T0170.jpg,1.0
T0171.jpg,0.0
T0172.jpg,1.0
T0173.jpg,1.0
T0174.jpg,1.0
T0175.jpg,1.0
T0176.jpg,1.0
T0177.jpg,1.0
T0178.jpg,1.0
T0179.jpg,0.0
T0180.jpg,1.0
T0181.jpg,1.0
T0182.jpg,1.0
T0183.jpg,1.0
T0184.jpg,0.0
T0185.jpg,0.0
T0186.jpg,0.0
T0187.jpg,0.0
T0188.jpg,1.0
T0189.jpg,0.0
T0190.jpg,1.0
T0191.jpg,1.0
T0192.jpg,0.0
T0193.jpg,0.0
T0194.jpg,1.0
T0195.jpg,0.25925925925925924
T0196.jpg,1.0
T0197.jpg,0.0
T0198.jpg,1.0
T0199.jpg,0.0
T0200.jpg,0.0
T0201.jpg,1.0
T0202.jpg,0.0
T0203.jpg,1.0
T0204.jpg,0.0
T0205.jpg,0.0
T0206.jpg,1.0
T0207.jpg,1.0
T0208.jpg,1.0
T0209.jpg,1.0
T0210.jpg,1.0
T0211.jpg,1.0
T0212.jpg,0.0
T0213.jpg,1.0
T0214.jpg,0.0
T0215.jpg,0.0
T0216.jpg,0.0
T0217.jpg,0.0
T0218.jpg,1.0
T0219.jpg,0.6296296296296297
T0220.jpg,0.0
T0221.jpg,1.0
T0222.jpg,1.0
T0223.jpg,1.0
T0224.jpg,0.0
T0225.jpg,1.0
T0226.jpg,0.0
T0227.jpg,1.0
T0228.jpg,0.0
T0229.jpg,0.0
T0230.jpg,0.0
T0231.jpg,1.0
T0232.jpg,1.0
